gameId,playId,displayName,officialPosition,penetration_time_since_snap_s,pass_rusher_influence_score,pocket_penetration_ind,POPS
2021090900,97,Demarcus Lawrence,DE,1.8,0.022267311701724014,1,0.380871682930897
2021090900,97,Randy Gregory,DE,3.2,2.557103293077609e-06,1,0.42692890999520167
2021090900,97,Carlos Watkins,DE,6.0,0.0,0,0.30286056342217266
2021090900,97,Micah Parsons,OLB,1.1,0.015035966323931935,1,0.3553939586791786
2021090900,97,Osa Odighizuwa,DT,6.0,0.0,0,0.30286056342217266
2021090900,137,Ndamukong Suh,DE,6.0,0.0,0,0.30286056342217266
2021090900,137,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,137,William Gholston,DE,6.0,0.0,0,0.30286056342217266
2021090900,137,Vita Vea,NT,2.0,0.007135139144505188,1,0.3852076429177538
2021090900,137,Joe Tryon,OLB,6.0,0.0,0,0.30286056342217266
2021090900,187,Ndamukong Suh,DE,6.0,0.0,0,0.30286056342217266
2021090900,187,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,187,Lavonte David,ILB,6.0,0.0,0,0.30286056342217266
2021090900,187,Vita Vea,NT,6.0,0.0,0,0.30286056342217266
2021090900,349,Ndamukong Suh,DE,6.0,0.0,0,0.30286056342217266
2021090900,349,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,349,Lavonte David,ILB,1.2,0.2351850359552325,1,0.3977859348039389
2021090900,349,Shaquil Barrett,OLB,6.0,0.0,0,0.30286056342217266
2021090900,349,Vita Vea,NT,6.0,0.0,0,0.30286056342217266
2021090900,410,Demarcus Lawrence,DE,6.0,0.0,0,0.30286056342217266
2021090900,410,Randy Gregory,DE,6.0,0.0,0,0.30286056342217266
2021090900,410,Carlos Watkins,DE,1.5,0.006318409363113092,1,0.3676096627166312
2021090900,410,Micah Parsons,OLB,6.0,0.0,0,0.30286056342217266
2021090900,410,Osa Odighizuwa,DT,6.0,0.0,0,0.30286056342217266
2021090900,434,Demarcus Lawrence,DE,6.0,0.0,0,0.30286056342217266
2021090900,434,Randy Gregory,DE,6.0,0.0,0,0.30286056342217266
2021090900,434,Carlos Watkins,DE,6.0,0.0,0,0.30286056342217266
2021090900,434,Micah Parsons,OLB,6.0,0.0,0,0.30286056342217266
2021090900,434,Osa Odighizuwa,DT,6.0,0.0,0,0.30286056342217266
2021090900,456,Demarcus Lawrence,DE,6.0,0.0,0,0.30286056342217266
2021090900,456,Randy Gregory,DE,6.0,0.0,0,0.30286056342217266
2021090900,456,Carlos Watkins,DE,6.0,0.0,0,0.30286056342217266
2021090900,456,Osa Odighizuwa,DT,2.5,5.043891033038638e-06,1,0.40167149394019275
2021090900,480,Brent Urban,DE,6.0,0.0,0,0.30286056342217266
2021090900,480,Tarell Basham,DE,6.0,0.0,0,0.30286056342217266
2021090900,480,Dorance Armstrong,DE,1.9,0.0050811687613713154,1,0.38132621883360873
2021090900,480,Quinton Bohanna,DT,6.0,0.0,0,0.30286056342217266
2021090900,509,Brent Urban,DE,6.0,0.0,0,0.30286056342217266
2021090900,509,Tarell Basham,DE,6.0,0.0,0,0.30286056342217266
2021090900,509,Dorance Armstrong,DE,6.0,0.0,0,0.30286056342217266
2021090900,509,Quinton Bohanna,DT,6.0,0.0,0,0.30286056342217266
2021090900,559,Demarcus Lawrence,DE,6.0,0.0,0,0.30286056342217266
2021090900,559,Randy Gregory,DE,6.0,0.0,0,0.30286056342217266
2021090900,559,Carlos Watkins,DE,6.0,0.0,0,0.30286056342217266
2021090900,559,Osa Odighizuwa,DT,1.7,0.0208083877025418,1,0.37711244511120434
2021090900,687,Ndamukong Suh,DE,6.0,0.0,0,0.30286056342217266
2021090900,687,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,687,William Gholston,DE,6.0,0.0,0,0.30286056342217266
2021090900,687,Shaquil Barrett,OLB,6.0,0.0,0,0.30286056342217266
2021090900,687,Vita Vea,NT,6.0,0.0,0,0.30286056342217266
2021090900,788,Steve McLendon,NT,6.0,0.0,0,0.30286056342217266
2021090900,788,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,788,William Gholston,DE,6.0,0.0,0,0.30286056342217266
2021090900,788,Rakeem Nunez-Roches,DT,6.0,0.0,0,0.30286056342217266
2021090900,788,Devin White,ILB,6.0,0.0,0,0.30286056342217266
2021090900,788,Joe Tryon,OLB,6.0,0.0,0,0.30286056342217266
2021090900,925,Brent Urban,DE,6.0,0.0,0,0.30286056342217266
2021090900,925,Tarell Basham,DE,6.0,0.0,0,0.30286056342217266
2021090900,925,Dorance Armstrong,DE,2.4,6.870657658449382e-06,1,0.3981025224766906
2021090900,925,Quinton Bohanna,DT,6.0,0.0,0,0.30286056342217266
2021090900,947,Demarcus Lawrence,DE,6.0,0.0,0,0.30286056342217266
2021090900,947,Randy Gregory,DE,2.5,0.002277473014029661,1,0.40208297154836903
2021090900,947,Dorance Armstrong,DE,6.0,0.0,0,0.30286056342217266
2021090900,947,Osa Odighizuwa,DT,2.8,0.0017187345950715415,1,0.41275359042333126
2021090900,1078,Steve McLendon,NT,6.0,0.0,0,0.30286056342217266
2021090900,1078,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,1078,Shaquil Barrett,OLB,6.0,0.0,0,0.30286056342217266
2021090900,1078,Rakeem Nunez-Roches,DT,6.0,0.0,0,0.30286056342217266
2021090900,1203,Randy Gregory,DE,6.0,0.0,0,0.30286056342217266
2021090900,1203,Carlos Watkins,DE,6.0,0.0,0,0.30286056342217266
2021090900,1203,Osa Odighizuwa,DT,6.0,0.0,0,0.30286056342217266
2021090900,1563,Ndamukong Suh,DE,6.0,0.0,0,0.30286056342217266
2021090900,1563,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,1563,Vita Vea,NT,2.7,8.27813011159181e-06,1,0.40884169935464915
2021090900,1563,Devin White,ILB,1.3,0.1018806006107911,1,0.3774831899726535
2021090900,1563,Mike Edwards,FS,2.3,0.0003001654922571761,1,0.3945968022707874
2021090900,1587,Ndamukong Suh,DE,6.0,0.0,0,0.30286056342217266
2021090900,1587,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,1587,Lavonte David,ILB,6.0,0.0,0,0.30286056342217266
2021090900,1587,Shaquil Barrett,OLB,1.6,0.037067259269208355,1,0.3764958845326361
2021090900,1587,Vita Vea,NT,6.0,0.0,0,0.30286056342217266
2021090900,1587,Devin White,ILB,1.1,0.12330843068315171,1,0.37429143229558887
2021090900,1687,William Gholston,DE,6.0,0.0,0,0.30286056342217266
2021090900,1687,Shaquil Barrett,OLB,3.2,0.0004361556881099468,1,0.4270088261234388
2021090900,1687,Rakeem Nunez-Roches,DT,6.0,0.0,0,0.30286056342217266
2021090900,1687,Mike Edwards,FS,6.0,0.0,0,0.30286056342217266
2021090900,1687,Anthony Nelson,OLB,6.0,0.0,0,0.30286056342217266
2021090900,1726,Ndamukong Suh,DE,6.0,0.0,0,0.30286056342217266
2021090900,1726,Lavonte David,ILB,1.5,0.08377293422887179,1,0.3812754519143459
2021090900,1726,Ross Cockrell,CB,6.0,0.0,0,0.30286056342217266
2021090900,1726,Shaquil Barrett,OLB,6.0,0.0,0,0.30286056342217266
2021090900,1726,Vita Vea,NT,1.7,0.07380085422794548,1,0.38653447724846146
2021090900,1726,Joe Tryon,OLB,6.0,0.0,0,0.30286056342217266
2021090900,1776,Ndamukong Suh,DE,6.0,0.0,0,0.30286056342217266
2021090900,1776,Lavonte David,ILB,6.0,0.0,0,0.30286056342217266
2021090900,1776,Shaquil Barrett,OLB,6.0,0.0,0,0.30286056342217266
2021090900,1776,Vita Vea,NT,1.4,0.03650402267641615,1,0.36944006786616895
2021090900,1776,Devin White,ILB,1.9,0.016604140909668014,1,0.3833761530448324
2021090900,1776,Antoine Winfield,FS,6.0,0.0,0,0.30286056342217266
2021090900,1776,Joe Tryon,OLB,6.0,0.0,0,0.30286056342217266
2021090900,1918,Steve McLendon,NT,6.0,0.0,0,0.30286056342217266
2021090900,1918,Jason Pierre-Paul,DE,6.0,0.0,0,0.30286056342217266
2021090900,1918,Shaquil Barrett,OLB,6.0,0.0,0,0.30286056342217266
